ID_Cliente,Data_Adesao,Plano,Valor_Mensal,Logins_Mensais,Tickets_Suporte,Metodo_Pagamento,Meses_Permanencia,Churn,LTV
CUST-07911,2024-11-15,Basic,29.9,5,4,Pix,5,1,149.5
CUST-07912,2024-01-03,Pro,79.9,28,3,Pix,19,0,1518.1
CUST-07913,2024-02-02,Enterprise,249.9,5,9,Boleto,8,1,1999.2
CUST-07914,2024-04-08,Enterprise,249.9,5,7,Pix,3,1,749.7
CUST-07915,2025-12-17,Pro,79.9,4,1,Cartão de Crédito,22,0,1757.8
CUST-07916,2024-06-03,Basic,29.9,19,2,Cartão de Crédito,20,0,598.0
CUST-07917,2024-11-03,Enterprise,249.9,4,9,Pix,12,1,2998.8
CUST-07918,2025-07-05,Pro,79.9,5,6,Cartão de Crédito,11,1,878.9
CUST-07919,2024-06-27,Basic,29.9,26,5,Cartão de Crédito,15,0,448.5
CUST-07920,2025-04-19,Basic,29.9,16,7,Pix,24,0,717.6
CUST-07921,2025-07-26,Pro,79.9,10,10,Cartão de Crédito,24,0,1917.6
CUST-07922,2024-09-07,Enterprise,249.9,27,5,Cartão de Crédito,18,0,4498.2
CUST-07923,2025-04-13,Basic,29.9,4,6,Boleto,7,1,209.3
CUST-07924,2025-12-21,Pro,79.9,30,7,Boleto,18,0,1438.2
CUST-07925,2024-10-31,Enterprise,249.9,14,8,Cartão de Crédito,18,0,4498.2
CUST-07926,2024-05-11,Pro,79.9,16,5,Boleto,16,0,1278.4
CUST-07927,2024-01-11,Basic,29.9,7,3,Cartão de Crédito,14,0,418.6
CUST-07928,2025-10-15,Basic,29.9,23,6,Cartão de Crédito,21,0,627.9
CUST-07929,2025-07-20,Basic,29.9,26,10,Boleto,19,0,568.1
CUST-07930,2024-11-01,Basic,29.9,13,2,Pix,20,0,598.0
CUST-07931,2025-06-08,Pro,79.9,4,1,Boleto,8,1,639.2
CUST-07932,2024-11-22,Enterprise,249.9,3,0,Cartão de Crédito,23,0,5747.7
CUST-07933,2024-03-06,Basic,29.9,15,8,Boleto,3,1,89.7
CUST-07934,2025-09-16,Pro,79.9,26,7,Boleto,11,1,878.9
CUST-07935,2024-01-01,Enterprise,249.9,24,1,Cartão de Crédito,18,0,4498.2
CUST-07936,2024-07-09,Basic,29.9,23,4,Cartão de Crédito,14,0,418.6
CUST-07937,2024-07-05,Basic,29.9,30,1,Pix,17,0,508.3
CUST-07938,2024-09-14,Pro,79.9,26,6,Pix,22,0,1757.8
CUST-07939,2024-05-01,Basic,29.9,6,2,Pix,7,1,209.3
CUST-07940,2024-07-02,Pro,79.9,29,5,Boleto,18,0,1438.2
CUST-07941,2025-10-14,Pro,79.9,8,4,Boleto,22,0,1757.8
CUST-07942,2025-08-19,Basic,29.9,18,8,Cartão de Crédito,6,1,179.4
CUST-07943,2024-03-15,Enterprise,249.9,19,8,Boleto,14,0,3498.6
CUST-07944,2025-07-13,Pro,79.9,0,10,Boleto,9,1,719.1
CUST-07945,2024-05-20,Enterprise,249.9,10,10,Cartão de Crédito,10,1,2499.0
CUST-07946,2025-01-29,Enterprise,249.9,17,10,Boleto,16,0,3998.4
CUST-07947,2025-03-05,Enterprise,249.9,11,6,Boleto,2,1,499.8
CUST-07948,2025-05-17,Enterprise,249.9,0,5,Boleto,2,1,499.8
CUST-07949,2025-01-21,Pro,79.9,24,7,Cartão de Crédito,21,0,1677.9
CUST-07950,2024-06-15,Enterprise,249.9,19,9,Pix,22,0,5497.8
CUST-07951,2024-05-27,Enterprise,249.9,18,5,Cartão de Crédito,14,0,3498.6
CUST-07952,2024-03-19,Basic,29.9,14,10,Cartão de Crédito,24,0,717.6
CUST-07953,2024-07-04,Basic,29.9,6,4,Cartão de Crédito,22,0,657.8
CUST-07954,2024-09-17,Enterprise,249.9,11,3,Pix,23,0,5747.7
CUST-07955,2024-03-03,Pro,79.9,27,4,Boleto,18,0,1438.2
CUST-07956,2024-12-25,Pro,79.9,17,7,Pix,21,0,1677.9
CUST-07957,2025-11-23,Basic,29.9,22,2,Boleto,17,0,508.3
CUST-07958,2024-07-24,Enterprise,249.9,16,8,Cartão de Crédito,12,1,2998.8
CUST-07959,2025-05-04,Enterprise,249.9,17,3,Cartão de Crédito,2,1,499.8
CUST-07960,2024-06-05,Enterprise,249.9,29,3,Cartão de Crédito,16,0,3998.4
CUST-07961,2025-09-01,Enterprise,249.9,2,1,Pix,2,1,499.8
CUST-07962,2024-03-27,Basic,29.9,24,10,Cartão de Crédito,9,1,269.1
CUST-07963,2025-12-07,Basic,29.9,18,0,Cartão de Crédito,19,0,568.1
CUST-07964,2025-01-24,Basic,29.9,6,1,Cartão de Crédito,2,1,59.8
CUST-07965,2024-10-09,Pro,79.9,27,0,Cartão de Crédito,17,0,1358.3
CUST-07966,2024-06-13,Basic,29.9,1,10,Cartão de Crédito,10,1,299.0
CUST-07967,2025-03-13,Pro,79.9,27,7,Pix,14,0,1118.6
CUST-07968,2025-08-08,Enterprise,249.9,4,6,Cartão de Crédito,20,0,4998.0
CUST-07969,2024-11-20,Basic,29.9,28,9,Pix,11,1,328.9
CUST-07970,2025-03-31,Pro,79.9,7,8,Pix,20,0,1598.0
CUST-07971,2025-06-10,Pro,79.9,2,6,Pix,12,1,958.8
CUST-07972,2024-10-08,Enterprise,249.9,23,10,Pix,4,1,999.6
CUST-07973,2025-02-17,Pro,79.9,12,5,Pix,23,0,1837.7
CUST-07974,2025-02-14,Basic,29.9,20,1,Boleto,16,0,478.4
CUST-07975,2024-11-20,Basic,29.9,11,6,Pix,14,0,418.6
CUST-07976,2025-07-04,Enterprise,249.9,21,2,Cartão de Crédito,22,0,5497.8
CUST-07977,2025-06-11,Pro,79.9,0,2,Cartão de Crédito,11,1,878.9
CUST-07978,2024-05-11,Enterprise,249.9,26,0,Cartão de Crédito,17,0,4248.3
CUST-07979,2024-01-01,Basic,29.9,7,3,Cartão de Crédito,17,0,508.3
CUST-07980,2024-01-21,Pro,79.9,10,4,Boleto,15,0,1198.5
CUST-07981,2025-03-10,Basic,29.9,25,10,Boleto,20,0,598.0
CUST-07982,2024-07-11,Basic,29.9,10,0,Boleto,24,0,717.6
CUST-07983,2025-12-15,Basic,29.9,7,5,Cartão de Crédito,14,0,418.6
CUST-07984,2025-11-29,Pro,79.9,24,6,Boleto,17,0,1358.3
CUST-07985,2025-07-20,Basic,29.9,23,9,Boleto,17,0,508.3
CUST-07986,2024-10-08,Basic,29.9,18,8,Pix,14,0,418.6
CUST-07987,2025-11-20,Pro,79.9,28,5,Pix,14,0,1118.6
CUST-07988,2025-12-27,Basic,29.9,0,3,Pix,24,0,717.6
CUST-07989,2025-09-25,Basic,29.9,8,5,Pix,7,1,209.3
CUST-07990,2025-11-16,Pro,79.9,27,9,Cartão de Crédito,24,0,1917.6
CUST-07991,2024-01-27,Enterprise,249.9,9,5,Pix,7,1,1749.3
CUST-07992,2024-11-05,Pro,79.9,2,9,Pix,22,0,1757.8
CUST-07993,2024-12-18,Basic,29.9,6,3,Pix,18,0,538.2
CUST-07994,2024-04-07,Enterprise,249.9,14,7,Boleto,1,1,249.9
CUST-07995,2025-02-15,Basic,29.9,25,2,Cartão de Crédito,24,0,717.6
CUST-07996,2025-01-11,Pro,79.9,21,5,Cartão de Crédito,21,0,1677.9
CUST-07997,2025-06-14,Basic,29.9,11,2,Cartão de Crédito,13,0,388.7
CUST-07998,2025-08-18,Pro,79.9,7,4,Cartão de Crédito,22,0,1757.8
CUST-07999,2025-05-02,Pro,79.9,20,5,Pix,2,1,159.8
CUST-08000,2025-09-30,Enterprise,249.9,15,0,Pix,23,0,5747.7
CUST-08001,2024-10-11,Basic,29.9,0,0,Cartão de Crédito,21,0,627.9
CUST-08002,2025-04-05,Basic,29.9,24,6,Boleto,23,0,687.7
CUST-08003,2024-01-23,Enterprise,249.9,6,7,Pix,19,0,4748.1
CUST-08004,2024-07-22,Basic,29.9,26,0,Boleto,18,0,538.2
CUST-08005,2025-11-30,Enterprise,249.9,28,2,Boleto,17,0,4248.3
CUST-08006,2024-11-04,Enterprise,249.9,28,6,Cartão de Crédito,1,1,249.9
CUST-08007,2024-09-13,Enterprise,249.9,25,4,Pix,21,0,5247.9
CUST-08008,2025-08-27,Enterprise,249.9,23,4,Boleto,16,0,3998.4
CUST-08009,2024-11-28,Basic,29.9,24,2,Boleto,16,0,478.4
CUST-08010,2025-11-05,Basic,29.9,16,9,Pix,20,0,598.0
CUST-08011,2024-01-20,Basic,29.9,13,1,Boleto,13,0,388.7
CUST-08012,2024-12-20,Basic,29.9,21,9,Pix,17,0,508.3
CUST-08013,2025-03-30,Pro,79.9,16,8,Boleto,10,1,799.0
CUST-08014,2024-08-18,Enterprise,249.9,9,3,Boleto,21,0,5247.9
CUST-08015,2025-12-06,Basic,29.9,21,2,Pix,19,0,568.1
CUST-08016,2025-10-23,Enterprise,249.9,27,3,Pix,23,0,5747.7
CUST-08017,2025-06-20,Basic,29.9,0,6,Cartão de Crédito,24,0,717.6
CUST-08018,2024-10-03,Enterprise,249.9,18,4,Cartão de Crédito,22,0,5497.8
CUST-08019,2025-11-09,Basic,29.9,12,7,Cartão de Crédito,21,0,627.9
CUST-08020,2024-04-26,Pro,79.9,25,4,Boleto,20,0,1598.0
CUST-08021,2024-09-17,Pro,79.9,12,9,Cartão de Crédito,1,1,79.9
CUST-08022,2025-11-12,Pro,79.9,8,2,Cartão de Crédito,18,0,1438.2
CUST-08023,2025-09-04,Basic,29.9,6,3,Cartão de Crédito,17,0,508.3
CUST-08024,2025-10-19,Basic,29.9,16,10,Boleto,24,0,717.6
CUST-08025,2024-03-12,Enterprise,249.9,11,1,Pix,21,0,5247.9
CUST-08026,2024-12-25,Basic,29.9,3,3,Cartão de Crédito,16,0,478.4
CUST-08027,2025-02-26,Pro,79.9,0,10,Cartão de Crédito,10,1,799.0
CUST-08028,2025-05-12,Pro,79.9,27,0,Cartão de Crédito,16,0,1278.4
CUST-08029,2025-05-05,Basic,29.9,0,3,Boleto,8,1,239.2
CUST-08030,2024-03-23,Enterprise,249.9,17,3,Pix,21,0,5247.9
CUST-08031,2024-04-15,Basic,29.9,2,3,Cartão de Crédito,3,1,89.7
CUST-08032,2025-06-28,Pro,79.9,0,0,Boleto,2,1,159.8
CUST-08033,2025-12-11,Pro,79.9,13,3,Boleto,14,0,1118.6
CUST-08034,2025-07-26,Basic,29.9,15,8,Cartão de Crédito,9,1,269.1
CUST-08035,2025-10-26,Pro,79.9,11,4,Cartão de Crédito,21,0,1677.9
CUST-08036,2025-11-20,Pro,79.9,25,6,Pix,17,0,1358.3
CUST-08037,2025-12-01,Enterprise,249.9,6,5,Pix,22,0,5497.8
CUST-08038,2025-07-21,Pro,79.9,15,8,Pix,14,0,1118.6
CUST-08039,2024-07-29,Enterprise,249.9,1,7,Cartão de Crédito,5,1,1249.5
CUST-08040,2024-11-11,Pro,79.9,0,1,Cartão de Crédito,16,0,1278.4
CUST-08041,2024-05-01,Basic,29.9,29,8,Pix,14,0,418.6
CUST-08042,2024-11-04,Pro,79.9,17,4,Cartão de Crédito,24,0,1917.6
CUST-08043,2024-04-04,Enterprise,249.9,6,10,Boleto,16,0,3998.4
CUST-08044,2025-06-06,Basic,29.9,27,8,Pix,16,0,478.4
CUST-08045,2025-09-16,Enterprise,249.9,29,9,Cartão de Crédito,2,1,499.8
CUST-08046,2025-11-21,Pro,79.9,8,3,Pix,22,0,1757.8
CUST-08047,2025-09-18,Pro,79.9,5,5,Boleto,7,1,559.3
CUST-08048,2025-04-27,Pro,79.9,27,3,Pix,20,0,1598.0
CUST-08049,2024-08-26,Enterprise,249.9,26,7,Boleto,10,1,2499.0
CUST-08050,2025-11-23,Enterprise,249.9,29,8,Cartão de Crédito,20,0,4998.0
CUST-08051,2024-07-02,Basic,29.9,15,7,Pix,5,1,149.5
CUST-08052,2024-05-11,Enterprise,249.9,5,5,Boleto,15,0,3748.5
CUST-08053,2025-09-04,Pro,79.9,25,5,Boleto,21,0,1677.9
CUST-08054,2024-12-22,Pro,79.9,20,9,Pix,1,1,79.9
CUST-08055,2025-06-12,Pro,79.9,9,9,Boleto,15,0,1198.5
CUST-08056,2025-10-03,Basic,29.9,26,5,Cartão de Crédito,2,1,59.8
CUST-08057,2025-06-27,Pro,79.9,6,5,Boleto,19,0,1518.1
CUST-08058,2025-03-30,Pro,79.9,28,0,Boleto,16,0,1278.4
CUST-08059,2024-07-18,Enterprise,249.9,8,3,Cartão de Crédito,8,1,1999.2
CUST-08060,2024-01-20,Enterprise,249.9,6,9,Boleto,7,1,1749.3
CUST-08061,2024-09-25,Enterprise,249.9,17,7,Boleto,4,1,999.6
CUST-08062,2024-05-14,Pro,79.9,5,2,Cartão de Crédito,20,0,1598.0
CUST-08063,2025-04-12,Enterprise,249.9,20,6,Boleto,13,0,3248.7
CUST-08064,2025-04-21,Enterprise,249.9,15,0,Cartão de Crédito,13,0,3248.7
CUST-08065,2025-07-22,Basic,29.9,15,7,Pix,9,1,269.1
CUST-08066,2024-08-09,Enterprise,249.9,8,0,Pix,19,0,4748.1
CUST-08067,2024-03-13,Basic,29.9,28,5,Pix,16,0,478.4
CUST-08068,2025-06-19,Basic,29.9,3,2,Cartão de Crédito,4,1,119.6
CUST-08069,2024-11-04,Enterprise,249.9,16,3,Pix,21,0,5247.9
CUST-08070,2024-07-19,Pro,79.9,0,0,Cartão de Crédito,15,0,1198.5
CUST-08071,2024-08-27,Enterprise,249.9,21,8,Pix,6,1,1499.4
CUST-08072,2025-06-18,Enterprise,249.9,26,4,Boleto,19,0,4748.1
CUST-08073,2025-06-22,Enterprise,249.9,1,4,Boleto,24,0,5997.6
CUST-08074,2025-10-30,Enterprise,249.9,0,0,Boleto,23,0,5747.7
CUST-08075,2025-04-05,Pro,79.9,1,1,Pix,10,1,799.0
CUST-08076,2025-10-17,Pro,79.9,16,8,Cartão de Crédito,7,1,559.3
CUST-08077,2024-03-21,Basic,29.9,15,8,Pix,2,1,59.8
CUST-08078,2024-06-20,Basic,29.9,2,0,Boleto,8,1,239.2
CUST-08079,2025-08-28,Enterprise,249.9,2,2,Pix,16,0,3998.4
CUST-08080,2025-07-31,Enterprise,249.9,19,5,Cartão de Crédito,16,0,3998.4
CUST-08081,2025-12-01,Basic,29.9,6,0,Cartão de Crédito,15,0,448.5
CUST-08082,2024-09-01,Basic,29.9,22,5,Cartão de Crédito,20,0,598.0
CUST-08083,2025-01-20,Basic,29.9,19,1,Boleto,23,0,687.7
CUST-08084,2024-08-26,Basic,29.9,4,8,Cartão de Crédito,4,1,119.6
CUST-08085,2025-07-31,Basic,29.9,25,0,Cartão de Crédito,18,0,538.2
CUST-08086,2025-09-06,Enterprise,249.9,6,10,Cartão de Crédito,10,1,2499.0
CUST-08087,2024-02-08,Enterprise,249.9,10,0,Cartão de Crédito,16,0,3998.4
CUST-08088,2025-01-08,Basic,29.9,6,10,Cartão de Crédito,23,0,687.7
CUST-08089,2024-01-27,Basic,29.9,23,6,Cartão de Crédito,3,1,89.7
CUST-08090,2025-08-07,Pro,79.9,13,6,Cartão de Crédito,3,1,239.7
CUST-08091,2024-04-27,Enterprise,249.9,17,7,Boleto,13,0,3248.7
CUST-08092,2025-12-29,Enterprise,249.9,0,5,Pix,9,1,2249.1
CUST-08093,2025-05-19,Basic,29.9,29,10,Pix,9,1,269.1
CUST-08094,2025-03-12,Pro,79.9,30,4,Boleto,14,0,1118.6
CUST-08095,2024-04-26,Enterprise,249.9,27,8,Boleto,24,0,5997.6
CUST-08096,2025-11-18,Pro,79.9,15,10,Boleto,8,1,639.2
CUST-08097,2025-09-03,Pro,79.9,6,7,Cartão de Crédito,5,1,399.5
CUST-08098,2024-10-23,Basic,29.9,7,5,Pix,16,0,478.4
CUST-08099,2025-11-21,Pro,79.9,3,2,Cartão de Crédito,4,1,319.6
CUST-08100,2024-11-26,Basic,29.9,25,0,Cartão de Crédito,24,0,717.6
CUST-08101,2024-04-26,Pro,79.9,4,8,Cartão de Crédito,7,1,559.3
CUST-08102,2024-08-22,Enterprise,249.9,7,10,Boleto,4,1,999.6
CUST-08103,2024-03-08,Basic,29.9,25,1,Pix,13,0,388.7
CUST-08104,2024-09-13,Basic,29.9,20,0,Boleto,15,0,448.5
CUST-08105,2024-03-03,Basic,29.9,19,1,Boleto,24,0,717.6
CUST-08106,2024-06-02,Enterprise,249.9,5,7,Boleto,24,0,5997.6
CUST-08107,2025-04-08,Basic,29.9,22,9,Pix,4,1,119.6
CUST-08108,2025-07-07,Enterprise,249.9,3,5,Cartão de Crédito,12,1,2998.8
CUST-08109,2024-02-05,Enterprise,249.9,19,10,Cartão de Crédito,24,0,5997.6
CUST-08110,2025-04-11,Pro,79.9,3,2,Pix,1,1,79.9
CUST-08111,2025-08-19,Pro,79.9,9,2,Cartão de Crédito,22,0,1757.8
CUST-08112,2024-07-12,Basic,29.9,11,0,Cartão de Crédito,16,0,478.4
CUST-08113,2025-12-12,Basic,29.9,4,8,Pix,4,1,119.6
CUST-08114,2025-08-28,Enterprise,249.9,12,9,Boleto,20,0,4998.0
CUST-08115,2024-10-25,Enterprise,249.9,27,2,Boleto,19,0,4748.1
CUST-08116,2024-07-06,Pro,79.9,20,1,Boleto,22,0,1757.8
CUST-08117,2025-06-15,Pro,79.9,21,2,Boleto,20,0,1598.0
CUST-08118,2024-06-19,Enterprise,249.9,6,7,Boleto,11,1,2748.9
CUST-08119,2025-10-24,Enterprise,249.9,28,9,Boleto,14,0,3498.6
CUST-08120,2025-06-20,Enterprise,249.9,22,10,Pix,4,1,999.6
CUST-08121,2024-10-30,Basic,29.9,17,6,Pix,23,0,687.7
CUST-08122,2024-11-04,Enterprise,249.9,25,10,Pix,21,0,5247.9
CUST-08123,2025-12-13,Basic,29.9,5,10,Boleto,17,0,508.3
CUST-08124,2024-10-15,Enterprise,249.9,22,4,Pix,24,0,5997.6
CUST-08125,2025-09-03,Pro,79.9,11,6,Pix,18,0,1438.2
CUST-08126,2025-07-30,Pro,79.9,24,4,Pix,14,0,1118.6
CUST-08127,2024-01-02,Enterprise,249.9,19,4,Boleto,22,0,5497.8
CUST-08128,2024-04-18,Pro,79.9,18,5,Boleto,21,0,1677.9
CUST-08129,2025-06-20,Basic,29.9,21,1,Pix,23,0,687.7
CUST-08130,2025-11-15,Enterprise,249.9,11,7,Pix,17,0,4248.3
CUST-08131,2025-05-18,Enterprise,249.9,1,0,Cartão de Crédito,18,0,4498.2
CUST-08132,2024-07-15,Pro,79.9,2,4,Boleto,5,1,399.5
CUST-08133,2025-03-31,Pro,79.9,19,9,Cartão de Crédito,20,0,1598.0
CUST-08134,2024-03-11,Enterprise,249.9,26,7,Pix,22,0,5497.8
CUST-08135,2025-12-10,Basic,29.9,22,5,Cartão de Crédito,20,0,598.0
CUST-08136,2024-01-10,Pro,79.9,20,10,Boleto,17,0,1358.3
CUST-08137,2024-12-11,Basic,29.9,10,5,Pix,19,0,568.1
CUST-08138,2025-05-03,Pro,79.9,20,8,Cartão de Crédito,14,0,1118.6
CUST-08139,2025-02-12,Pro,79.9,2,4,Cartão de Crédito,10,1,799.0
CUST-08140,2025-05-17,Basic,29.9,7,9,Cartão de Crédito,4,1,119.6
CUST-08141,2025-01-07,Basic,29.9,30,6,Pix,19,0,568.1
CUST-08142,2024-11-07,Pro,79.9,9,9,Boleto,18,0,1438.2
CUST-08143,2025-04-23,Enterprise,249.9,6,10,Boleto,23,0,5747.7
CUST-08144,2025-01-09,Pro,79.9,26,5,Cartão de Crédito,20,0,1598.0
CUST-08145,2025-07-27,Basic,29.9,15,7,Boleto,5,1,149.5
CUST-08146,2025-04-03,Enterprise,249.9,1,1,Boleto,13,0,3248.7
CUST-08147,2024-12-16,Basic,29.9,30,2,Pix,13,0,388.7
CUST-08148,2024-11-11,Enterprise,249.9,0,10,Boleto,9,1,2249.1
CUST-08149,2025-02-08,Enterprise,249.9,22,8,Boleto,24,0,5997.6
CUST-08150,2025-12-25,Enterprise,249.9,14,1,Boleto,14,0,3498.6
CUST-08151,2025-10-10,Enterprise,249.9,28,5,Boleto,16,0,3998.4
CUST-08152,2025-09-01,Basic,29.9,16,9,Boleto,2,1,59.8
CUST-08153,2024-03-22,Pro,79.9,7,8,Cartão de Crédito,16,0,1278.4
CUST-08154,2024-12-31,Enterprise,249.9,27,10,Pix,9,1,2249.1
CUST-08155,2024-11-28,Enterprise,249.9,4,6,Cartão de Crédito,1,1,249.9
CUST-08156,2024-01-16,Enterprise,249.9,27,8,Cartão de Crédito,8,1,1999.2
CUST-08157,2025-05-13,Enterprise,249.9,22,10,Boleto,14,0,3498.6
CUST-08158,2025-11-10,Basic,29.9,15,7,Cartão de Crédito,22,0,657.8
CUST-08159,2025-05-10,Pro,79.9,19,2,Boleto,14,0,1118.6
CUST-08160,2024-01-19,Basic,29.9,24,10,Boleto,14,0,418.6
CUST-08161,2025-09-24,Basic,29.9,6,1,Boleto,13,0,388.7
CUST-08162,2024-05-20,Pro,79.9,30,1,Pix,17,0,1358.3
CUST-08163,2024-10-04,Basic,29.9,24,2,Pix,13,0,388.7
CUST-08164,2024-12-24,Pro,79.9,12,2,Pix,18,0,1438.2
CUST-08165,2024-01-01,Pro,79.9,3,9,Cartão de Crédito,10,1,799.0
CUST-08166,2024-03-27,Pro,79.9,5,9,Boleto,22,0,1757.8
CUST-08167,2024-05-25,Basic,29.9,26,4,Cartão de Crédito,21,0,627.9
CUST-08168,2024-07-13,Enterprise,249.9,6,4,Cartão de Crédito,20,0,4998.0
CUST-08169,2024-12-22,Basic,29.9,23,1,Boleto,16,0,478.4
CUST-08170,2025-06-03,Pro,79.9,25,6,Boleto,12,1,958.8
CUST-08171,2025-06-01,Pro,79.9,0,5,Boleto,21,0,1677.9
CUST-08172,2024-11-09,Enterprise,249.9,28,8,Pix,15,0,3748.5
CUST-08173,2024-04-08,Pro,79.9,16,7,Cartão de Crédito,6,1,479.4
CUST-08174,2024-02-13,Enterprise,249.9,16,10,Cartão de Crédito,13,0,3248.7
CUST-08175,2025-09-28,Pro,79.9,17,4,Pix,4,1,319.6
CUST-08176,2024-11-04,Basic,29.9,19,8,Pix,17,0,508.3
CUST-08177,2024-09-10,Basic,29.9,14,4,Boleto,5,1,149.5
CUST-08178,2024-05-19,Enterprise,249.9,16,5,Pix,18,0,4498.2
CUST-08179,2025-12-15,Basic,29.9,24,0,Cartão de Crédito,19,0,568.1
CUST-08180,2025-08-31,Pro,79.9,21,4,Boleto,4,1,319.6
CUST-08181,2025-06-24,Basic,29.9,20,5,Pix,21,0,627.9
CUST-08182,2025-01-20,Basic,29.9,0,10,Pix,2,1,59.8
CUST-08183,2025-08-09,Pro,79.9,11,6,Pix,9,1,719.1
CUST-08184,2024-06-23,Enterprise,249.9,10,0,Pix,20,0,4998.0
CUST-08185,2024-05-14,Basic,29.9,21,3,Cartão de Crédito,20,0,598.0
CUST-08186,2025-04-12,Enterprise,249.9,11,6,Pix,1,1,249.9
CUST-08187,2024-01-13,Enterprise,249.9,6,4,Cartão de Crédito,21,0,5247.9
CUST-08188,2025-05-21,Enterprise,249.9,30,5,Boleto,10,1,2499.0
CUST-08189,2024-01-11,Basic,29.9,13,3,Pix,17,0,508.3
CUST-08190,2024-01-13,Enterprise,249.9,9,5,Pix,17,0,4248.3
CUST-08191,2025-12-21,Basic,29.9,0,10,Boleto,7,1,209.3
CUST-08192,2024-12-07,Basic,29.9,15,9,Pix,24,0,717.6
CUST-08193,2025-04-08,Pro,79.9,0,10,Boleto,5,1,399.5
CUST-08194,2025-11-12,Basic,29.9,5,3,Pix,14,0,418.6
CUST-08195,2025-01-29,Enterprise,249.9,15,10,Pix,16,0,3998.4
CUST-08196,2024-02-07,Pro,79.9,6,8,Cartão de Crédito,4,1,319.6
CUST-08197,2025-04-14,Pro,79.9,24,8,Cartão de Crédito,16,0,1278.4
CUST-08198,2025-04-05,Basic,29.9,12,8,Pix,18,0,538.2
CUST-08199,2025-05-05,Pro,79.9,27,0,Cartão de Crédito,23,0,1837.7
CUST-08200,2024-03-05,Pro,79.9,18,2,Pix,22,0,1757.8
CUST-08201,2025-04-18,Pro,79.9,22,8,Pix,15,0,1198.5
CUST-08202,2024-10-27,Pro,79.9,4,2,Boleto,8,1,639.2
CUST-08203,2024-03-16,Basic,29.9,16,8,Cartão de Crédito,12,1,358.8
CUST-08204,2024-11-30,Basic,29.9,26,1,Cartão de Crédito,21,0,627.9
CUST-08205,2024-08-26,Basic,29.9,29,8,Cartão de Crédito,6,1,179.4
CUST-08206,2024-11-12,Pro,79.9,11,7,Pix,8,1,639.2
CUST-08207,2024-06-25,Enterprise,249.9,24,10,Pix,24,0,5997.6
CUST-08208,2024-04-13,Pro,79.9,26,4,Cartão de Crédito,21,0,1677.9
CUST-08209,2025-10-30,Enterprise,249.9,20,6,Cartão de Crédito,4,1,999.6
CUST-08210,2024-02-15,Pro,79.9,23,7,Boleto,17,0,1358.3
CUST-08211,2024-11-30,Enterprise,249.9,17,1,Pix,21,0,5247.9
CUST-08212,2024-05-20,Pro,79.9,22,2,Pix,15,0,1198.5
CUST-08213,2024-07-13,Enterprise,249.9,24,1,Boleto,24,0,5997.6
CUST-08214,2025-08-19,Pro,79.9,8,3,Boleto,11,1,878.9
CUST-08215,2024-01-19,Basic,29.9,28,5,Boleto,17,0,508.3
CUST-08216,2024-02-18,Basic,29.9,4,1,Cartão de Crédito,1,1,29.9
CUST-08217,2025-12-10,Pro,79.9,26,4,Cartão de Crédito,24,0,1917.6
CUST-08218,2025-06-03,Enterprise,249.9,28,6,Boleto,22,0,5497.8
CUST-08219,2025-10-11,Basic,29.9,0,4,Pix,4,1,119.6
CUST-08220,2025-02-10,Pro,79.9,30,0,Cartão de Crédito,23,0,1837.7
CUST-08221,2025-04-17,Basic,29.9,1,4,Pix,22,0,657.8
CUST-08222,2024-04-03,Enterprise,249.9,28,8,Boleto,4,1,999.6
CUST-08223,2025-09-30,Enterprise,249.9,3,8,Cartão de Crédito,7,1,1749.3
CUST-08224,2025-04-10,Enterprise,249.9,18,7,Pix,15,0,3748.5
CUST-08225,2024-09-23,Enterprise,249.9,8,10,Boleto,6,1,1499.4
CUST-08226,2025-02-24,Pro,79.9,12,3,Boleto,23,0,1837.7
CUST-08227,2024-10-10,Pro,79.9,1,8,Pix,12,1,958.8
CUST-08228,2025-02-14,Pro,79.9,5,7,Pix,20,0,1598.0
CUST-08229,2024-12-24,Basic,29.9,13,9,Cartão de Crédito,7,1,209.3
CUST-08230,2024-08-19,Enterprise,249.9,29,8,Boleto,1,1,249.9
CUST-08231,2025-03-09,Basic,29.9,1,10,Cartão de Crédito,5,1,149.5
CUST-08232,2025-02-14,Pro,79.9,16,0,Cartão de Crédito,16,0,1278.4
CUST-08233,2024-12-22,Pro,79.9,17,3,Boleto,15,0,1198.5
CUST-08234,2024-12-22,Pro,79.9,26,2,Pix,16,0,1278.4
CUST-08235,2025-07-02,Enterprise,249.9,12,5,Pix,13,0,3248.7
CUST-08236,2025-06-08,Enterprise,249.9,5,5,Cartão de Crédito,24,0,5997.6
CUST-08237,2024-04-29,Pro,79.9,25,4,Cartão de Crédito,14,0,1118.6
CUST-08238,2024-07-30,Basic,29.9,3,3,Boleto,1,1,29.9
CUST-08239,2025-04-25,Basic,29.9,11,8,Boleto,4,1,119.6
CUST-08240,2025-08-26,Pro,79.9,23,0,Boleto,16,0,1278.4
CUST-08241,2025-09-07,Enterprise,249.9,19,6,Boleto,2,1,499.8
CUST-08242,2025-05-04,Pro,79.9,5,1,Boleto,15,0,1198.5
CUST-08243,2025-03-27,Basic,29.9,7,9,Boleto,21,0,627.9
CUST-08244,2024-06-26,Pro,79.9,2,9,Boleto,9,1,719.1
